trial_number	x	y
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.469336658716	0.570951581001
1	0.923654556274	0.00667779613286
1	0.898623287678	0.0200333893299
1	0.877346694469	0.0333889834583
1	0.858573198318	0.0434056743979
1	0.833541929722	0.0584307163954
1	0.812265336514	0.0717863067985
1	0.785982489586	0.0851419046521
1	0.748435556889	0.106844738126
1	0.719649553299	0.123539231718
1	0.698372960091	0.138564273715
1	0.678347945213	0.155258759856
1	0.664580702782	0.170283809304
1	0.654568195343	0.180300503969
1	0.649561941624	0.191986650229
1	0.642052590847	0.203672781587
1	0.632040023804	0.215358927846
1	0.622027516365	0.2287145257
1	0.615769684315	0.23706176877
1	0.600750923157	0.252086818218
1	0.59324157238	0.260434061289
1	0.589486837387	0.265442401171
1	0.584480583668	0.270450741053
1	0.578222751617	0.275459110737
1	0.571964979172	0.280467450619
1	0.563203990459	0.287145227194
1	0.555694639683	0.292153596878
1	0.545682132244	0.29716193676
1	0.536921143532	0.300500839949
1	0.526908636093	0.303839743137
1	0.515644550323	0.305509179831
1	0.506883621216	0.308848083019
1	0.494367957115	0.312186986208
1	0.488110125065	0.315525889397
1	0.479349195957	0.320534229279
1	0.470588237047	0.32554256916
1	0.461827278137	0.332220375538
1	0.450563192368	0.338898152113
1	0.436796009541	0.347245395184
1	0.42428034544	0.353923201561
1	0.409261584282	0.363939911127
1	0.397997498512	0.370617687702
1	0.385481864214	0.37729549408
1	0.374217778444	0.380634397268
1	0.357947438955	0.387312173843
1	0.337922394276	0.393989980221
1	0.319148927927	0.402337223291
1	0.295369207859	0.410684466362
1	0.269086360931	0.419031709433
1	0.247809767723	0.430717855692
1	0.221526905894	0.440734565258
1	0.198998749256	0.449081808329
1	0.181476846337	0.455759584904
1	0.171464323997	0.460767954588
1	0.157697126269	0.464106857777
1	0.152690857649	0.469115197659
1	0.1464330405	0.472454100847
1	0.13266582787	0.480801343918
1	0.122653312981	0.4858096838
1	0.112640798092	0.492487490177
1	0.101376719773	0.497495830059
1	0.0938673317432	0.502504169941
1	0.083854816854	0.509181976318
1	0.0763454288244	0.510851442814
1	0.0738423019648	0.517529189587
1	0.0700876116753	0.522537589073
1	0.0650813505054	0.530884802341
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.518147706985	0.585976600647
2	0.997496843338	0.0517529211938
2	0.977471828461	0.0567612685263
2	0.963704645634	0.0667779669166
2	0.949937403202	0.0734557583928
2	0.939924895763	0.0751252099872
2	0.928660809994	0.0818030014634
2	0.907384216785	0.0918196961284
2	0.85481852293	0.125208675861
2	0.803504407406	0.151919871569
2	0.767208993435	0.170283809304
2	0.728410542011	0.185308843851
2	0.70337921381	0.191986650229
2	0.668335437775	0.203672781587
2	0.637046337128	0.207011684775
2	0.612015008926	0.213689476252
2	0.588235318661	0.215358927846
2	0.568210244179	0.223706170917
2	0.550688385963	0.227045074105
2	0.531914889812	0.230383977294
2	0.508135139942	0.235392317176
2	0.490613251925	0.238731220365
2	0.470588237047	0.240400671959
2	0.455569475889	0.247078463435
2	0.440550684929	0.24874791503
2	0.429286599159	0.24874791503
2	0.419274091721	0.2570951581
2	0.409261584282	0.262103497982
2	0.395494371653	0.270450741053
2	0.380475580692	0.278797984123
2	0.367959946394	0.290484130383
2	0.350438058376	0.305509179831
2	0.335419267416	0.320534229279
2	0.325406759977	0.333889812231
2	0.314142674208	0.347245395184
2	0.307884842157	0.355592668056
2	0.301627039909	0.370617687702
2	0.29662078619	0.382303833961
2	0.292866080999	0.392320543528
2	0.291614532471	0.40567612648
2	0.289111375809	0.420701175928
2	0.289111375809	0.429048418999
2	0.289111375809	0.442404001951
2	0.289111375809	0.455759584904
2	0.289111375809	0.477462440729
2	0.29411765933	0.502504169941
2	0.29662078619	0.519198656082
2	0.300375461578	0.534223735332
2	0.302878588438	0.542570948601
2	0.311639547348	0.557595968246
2	0.315394252539	0.564273774624
2	0.320400506258	0.574290454388
2	0.325406759977	0.582637727261
2	0.329161465168	0.585976600647
2	0.335419267416	0.592654407024
2	0.341677099466	0.597662746906
2	0.346683353186	0.601001679897
2	0.352941185236	0.606010019779
2	0.357947438955	0.607679486275
2	0.372966200113	0.614357233047
2	0.405506879091	0.62270450592
2	0.4267834723	0.624373972416
2	0.450563192368	0.629382312298
2	0.470588237047	0.63439065218
2	0.486858576536	0.63439065218
2	0.500625789165	0.63439065218
2	0.513141453266	0.63439065218
2	0.525657057762	0.63439065218
2	0.543178975582	0.63439065218
2	0.561952412128	0.63439065218
2	0.589486837387	0.632721185684
2	0.618272840977	0.629382312298
2	0.654568195343	0.619365632534
2	0.70963704586	0.612687826157
2	0.737171471119	0.607679486275
2	0.758448064327	0.606010019779
2	0.775969982147	0.601001679897
2	0.787234067917	0.599332213402
2	0.799749672413	0.595993340015
2	0.813516914845	0.592654407024
2	0.83103877306	0.590985000134
2	0.846057593822	0.587646067142
2	0.856070101261	0.585976600647
2	0.864831030369	0.582637727261
2	0.8785982728	0.575959920883
2	0.884856045246	0.574290454388
2	0.896120131016	0.572621047497
2	0.902377963066	0.570951581001
